,Alert,Coordinates,CDI,Code,Detail,Depth,Magnitude,Waveform,ID,Felt,Gap,MMI,Net,NST,RMS,Place,Sig,Sources,Status,Time,Title,Tsunami,Type,TZ,Updated,URL
9653,,"[-151.4138, 60.2752, 55.3]",,0196s4mon,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196s4mon&format=geojson,,1.1,ml,",ak0196s4mon,",,,,ak,,0.38,"11km SSW of Cohoe, Alaska",19,",ak,",reviewed,1546596263270,"M 1.1 - 11km SSW of Cohoe, Alaska",0,earthquake,-540.0,1547257412900,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196s4mon
9654,,"[-67.2441, 18.1423, 29]",,2019004005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004005&format=geojson,0.1618,2.04,md,",pr2019004005,",,301.0,,pr,3.0,0.14,"9km NW of Puerto Real, Puerto Rico",64,",pr,",reviewed,1546596176450,"M 2.0 - 9km NW of Puerto Real, Puerto Rico",0,earthquake,-240.0,1546603656718,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004005
9655,,"[-149.1217, 64.6996, 15.2]",,0196s3u55,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196s3u55&format=geojson,,0.4,ml,",ak0196s3u55,",,,,ak,,0.51,"13km N of North Nenana, Alaska",2,",ak,",reviewed,1546596089736,"M 0.4 - 13km N of North Nenana, Alaska",0,earthquake,-540.0,1547257394274,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196s3u55
9656,,"[-116.596, 36.334, 4]",,00673201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673201&format=geojson,0.16,-0.5,ml,",nn00673201,",,139.74,,nn,3.0,0.0177,"56km WNW of Pahrump, Nevada",0,",nn,",reviewed,1546596028751,"M -0.5 - 56km WNW of Pahrump, Nevada",0,earthquake,-480.0,1546653942300,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673201
9657,,"[-151.2722, 63.4862, 2.4]",,0196rut4g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rut4g&format=geojson,,0.8,ml,",ak0196rut4g,",,,,ak,,0.54,"116km W of Cantwell, Alaska",10,",ak,",reviewed,1546595921433,"M 0.8 - 116km W of Cantwell, Alaska",0,earthquake,-540.0,1547257393635,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rut4g
9658,,"[-118.5313333, 37.4791667, 11.47]",,73129966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129966&format=geojson,0.0955,1.24,md,",nc73129966,nn00673116,",,67.0,,nc,26.0,0.06,"9km NE of Round Valley, CA",24,",nc,nn,",reviewed,1546595338450,"M 1.2 - 9km NE of Round Valley, CA",0,earthquake,-480.0,1554431076030,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129966
9659,,"[-147.3148, 60.5597, 1.4]",,0196rrz49,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rrz49&format=geojson,,1.2,ml,",ak0196rrz49,",,,,ak,,0.49,"78km ESE of Whittier, Alaska",22,",ak,",reviewed,1546595119134,"M 1.2 - 78km ESE of Whittier, Alaska",0,earthquake,-540.0,1547257412258,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rrz49
9660,,"[-116.8749, 36.1578, 9.3]",,00673200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673200&format=geojson,0.168,-0.1,ml,",nn00673200,",,233.38,,nn,6.0,0.1319,"64km NE of Searles Valley, California",0,",nn,",reviewed,1546595010175,"M -0.1 - 64km NE of Searles Valley, California",0,earthquake,-480.0,1546653941295,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673200
9661,,"[-144.2023, 69.502, 4.5]",,0196rqvvj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rqvvj&format=geojson,,1.8,ml,",ak0196rqvvj,",,,,ak,,0.66,"73km SSW of Kaktovik, Alaska",50,",ak,",reviewed,1546594805553,"M 1.8 - 73km SSW of Kaktovik, Alaska",0,earthquake,-540.0,1547257392376,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rqvvj
9662,,"[-89.5485, 36.2633333, 4.23]",,60224012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60224012&format=geojson,0.03118,1.78,md,",nm60224012,",,84.0,,nm,10.0,0.14,"5km W of Ridgely, Tennessee",49,",nm,",reviewed,1546594750430,"M 1.8 - 5km W of Ridgely, Tennessee",0,earthquake,-360.0,1546615154800,https://earthquake.usgs.gov/earthquakes/eventpage/nm60224012
9663,,"[-149.9042, 61.4436, 34.2]",2.2,0196rqhuu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rqhuu&format=geojson,,2.1,ml,",ak0196rqhuu,",2.0,,,ak,,0.58,"9km SSE of Big Lake, Alaska",68,",ak,",reviewed,1546594709804,"M 2.1 - 9km SSE of Big Lake, Alaska",0,earthquake,-540.0,1547257481456,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rqhuu
9664,,"[-151.6972, 63.2319, 4]",,0196rqbft,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rqbft&format=geojson,,0.6,ml,",ak0196rqbft,",,,,ak,,0.44,"129km NW of Talkeetna, Alaska",6,",ak,",reviewed,1546594684078,"M 0.6 - 129km NW of Talkeetna, Alaska",0,earthquake,-540.0,1547257393017,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rqbft
9665,,"[-153.0135, 59.577, 96.7]",,0196rq1za,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rq1za&format=geojson,,1.4,ml,",ak0196rq1za,",,,,ak,,0.2,"70km WSW of Anchor Point, Alaska",30,",ak,",reviewed,1546594583109,"M 1.4 - 70km WSW of Anchor Point, Alaska",0,earthquake,-540.0,1547257411627,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rq1za
9666,,"[-165.754, 53.5645, 29.67]",,2000j37l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j37l&format=geojson,0.527,2.5,ml,",ak0196rq1sa,us2000j37l,",,208.0,,us,,0.54,"62km ESE of Unalaska, Alaska",96,",ak,us,",reviewed,1546594578930,"M 2.5 - 62km ESE of Unalaska, Alaska",0,earthquake,-660.0,1552067420040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j37l
9667,,"[-31.1997, 2.7976, 10]",,2000j7b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7b2&format=geojson,9.77,4.7,mb,",us2000j7b2,",,84.0,,us,,0.76,Central Mid-Atlantic Ridge,340,",us,",reviewed,1546594306990,M 4.7 - Central Mid-Atlantic Ridge,0,earthquake,-120.0,1552067421040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7b2
9668,,"[-150.0513, 61.5005, 35.2]",,0196rnwmh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rnwmh&format=geojson,,1.3,ml,",ak0196rnwmh,",,,,ak,,0.7,"5km WSW of Big Lake, Alaska",26,",ak,",reviewed,1546593981459,"M 1.3 - 5km WSW of Big Lake, Alaska",0,earthquake,-540.0,1547257390050,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rnwmh
9669,,"[-116.5168333, 33.0995, 9.68]",,38416184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416184&format=geojson,0.07023,1.17,ml,",ci38416184,",,63.0,,ci,37.0,0.19,"8km ENE of Julian, CA",21,",ci,",reviewed,1546593976980,"M 1.2 - 8km ENE of Julian, CA",0,earthquake,-480.0,1546613142660,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416184
9670,,"[-144.9607, 63.3197, 5.9]",,0196rmwxp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rmwxp&format=geojson,,0.9,ml,",ak0196rmwxp,",,,,ak,,0.45,"62km SSE of Deltana, Alaska",12,",ak,",reviewed,1546593718392,"M 0.9 - 62km SSE of Deltana, Alaska",0,earthquake,-540.0,1547257389360,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rmwxp
9671,,"[-65.388, 19.2033, 108]",,2019004004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004004&format=geojson,1.1569,3.34,md,",pr2019004004,us2000j09c,",,325.0,,pr,9.0,0.55,"38km N of Charlotte Amalie, U.S. Virgin Islands",172,",pr,us,",reviewed,1546593423730,"M 3.3 - 38km N of Charlotte Amalie, U.S. Virgin Islands",0,earthquake,-240.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004004
9672,,"[-116.7953333, 33.5098333, 3.69]",,38416168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416168&format=geojson,0.004896,0.74,ml,",ci38416168,",,57.0,,ci,28.0,0.14,"10km NE of Aguanga, CA",8,",ci,",reviewed,1546593354570,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546613138570,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416168
9673,,"[-118.8545, 37.4795, 4.2]",,73129961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129961&format=geojson,0.1122,0.79,md,",nc73129961,",,239.0,,nc,9.0,0.13,"18km WSW of Toms Place, CA",10,",nc,",reviewed,1546593305200,"M 0.8 - 18km WSW of Toms Place, CA",0,earthquake,-480.0,1546625290792,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129961
9674,,"[-116.7938333, 33.5128333, 3.57]",,38416160,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416160&format=geojson,0.005464,0.22,ml,",ci38416160,",,72.0,,ci,13.0,0.1,"10km NE of Aguanga, CA",1,",ci,",reviewed,1546593211670,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546613082600,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416160
9675,,"[-66.7883, 18.135, 10]",,2019004003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004003&format=geojson,0.2041,1.91,md,",pr2019004003,",,120.0,,pr,6.0,0.19,"2km SSE of Adjuntas, Puerto Rico",56,",pr,",reviewed,1546593067730,"M 1.9 - 2km SSE of Adjuntas, Puerto Rico",0,earthquake,-240.0,1546603602540,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004003
9676,,"[-152.5457, 59.665, 71.7]",,0196rkfx7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196rkfx7&format=geojson,,1.2,ml,",ak0196rkfx7,",,,,ak,,0.22,"42km WSW of Anchor Point, Alaska",22,",ak,",reviewed,1546593004437,"M 1.2 - 42km WSW of Anchor Point, Alaska",0,earthquake,-600.0,1547257411020,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196rkfx7
9677,,"[-76.3184, -2.8457, 128.26]",,2000j07n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j07n&format=geojson,2.96,4.6,mb,",us2000j07n,",,71.0,,us,,0.93,"208km ESE of Macas, Ecuador",326,",us,",reviewed,1546591793430,"M 4.6 - 208km ESE of Macas, Ecuador",0,earthquake,-300.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j07n
9678,,"[-150.094, 61.4024, 36.1]",,0196r5huv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196r5huv&format=geojson,,1.3,ml,",ak0196r5huv,",,,,ak,,0.66,"15km SSW of Big Lake, Alaska",26,",ak,",reviewed,1546591231933,"M 1.3 - 15km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257388584,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196r5huv
9679,,"[-67.8475, 19.1188, 56]",,2019004009,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004009&format=geojson,0.8068,2.91,md,",pr2019004009,us2000j09k,",,265.0,,pr,7.0,0.18,"86km NE of Punta Cana, Dominican Republic",130,",pr,us,",reviewed,1546591214440,"M 2.9 - 86km NE of Punta Cana, Dominican Republic",0,earthquake,-300.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004009
9680,,"[-138.102, 59.1984, 2.6]",,0196r3if1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196r3if1&format=geojson,,2.1,ml,",ak0196r3if1,",,,,ak,,0.7,"100km ESE of Yakutat, Alaska",68,",ak,",reviewed,1546590666115,"M 2.1 - 100km ESE of Yakutat, Alaska",0,earthquake,-540.0,1547257387827,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196r3if1
9681,,"[-151.2879, 62.9414, 108.5]",,0196r283b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196r283b&format=geojson,,1.2,ml,",ak0196r283b,",,,,ak,,0.43,"91km NW of Talkeetna, Alaska",22,",ak,",reviewed,1546590302535,"M 1.2 - 91km NW of Talkeetna, Alaska",0,earthquake,-540.0,1547257387130,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196r283b
9682,,"[-116.879, 36.1504, 10.3]",,00673197,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673197&format=geojson,0.173,0.3,ml,",nn00673197,",,219.13,,nn,10.0,0.1741,"63km NE of Searles Valley, California",1,",nn,",reviewed,1546590115723,"M 0.3 - 63km NE of Searles Valley, California",0,earthquake,-480.0,1546653939772,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673197
9683,,"[-66.9923, 18.0193, 18]",,2019004002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2019004002&format=geojson,0.072,2.16,md,",pr2019004002,",,113.0,,pr,9.0,0.53,"5km WSW of Liborio Negron Torres, Puerto Rico",72,",pr,",reviewed,1546590094460,"M 2.2 - 5km WSW of Liborio Negron Torres, Puerto Rico",0,earthquake,-240.0,1546603572310,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019004002
9684,,"[-135.125, 66.0863, 23.5]",,0196qzp9p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qzp9p&format=geojson,,2.1,ml,",ak0196qzp9p,",,,,ak,,0.59,"151km S of Fort McPherson, Canada",68,",ak,",reviewed,1546589607815,"M 2.1 - 151km S of Fort McPherson, Canada",0,earthquake,-480.0,1547257410340,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qzp9p
9685,,"[-151.9933, 59.245, 57]",,0196qzjlo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qzjlo&format=geojson,,1.4,ml,",ak0196qzjlo,",,,,ak,,0.38,"50km SSW of Homer, Alaska",30,",ak,",reviewed,1546589575394,"M 1.4 - 50km SSW of Homer, Alaska",0,earthquake,-540.0,1547257386485,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qzjlo
9686,,"[-139.7982, 64.7385, 6.7]",,0196qz9ib,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qz9ib&format=geojson,,1.0,ml,",ak0196qz9ib,",,,,ak,,0.69,"62km E of Eagle Village, Alaska",15,",ak,",reviewed,1546589483553,"M 1.0 - 62km E of Eagle Village, Alaska",0,earthquake,-480.0,1547257409630,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qz9ib
9687,,"[-140.8274, 60.1158, 1.6]",,0196qz27i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qz27i&format=geojson,,1.5,ml,",ak0196qz27i,",,,,ak,,0.66,"88km NW of Yakutat, Alaska",35,",ak,",reviewed,1546589430716,"M 1.5 - 88km NW of Yakutat, Alaska",0,earthquake,-540.0,1547257385797,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qz27i
9688,,"[-116.7891667, 33.4903333, 4.7]",,38416144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416144&format=geojson,0.02388,0.35,ml,",ci38416144,",,69.0,,ci,19.0,0.14,"9km NE of Aguanga, CA",2,",ci,",reviewed,1546589166030,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake,-480.0,1546613085257,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416144
9689,,"[-117.337, 33.6343333, 9.58]",,38416136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416136&format=geojson,0.04042,0.47,ml,",ci38416136,",,124.0,,ci,12.0,0.14,"1km SE of Lakeland Village, CA",3,",ci,",reviewed,1546588877010,"M 0.5 - 1km SE of Lakeland Village, CA",0,earthquake,-480.0,1546613120040,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416136
9690,,"[104.9121, 28.2824, 10]",,2000j7ax,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7ax&format=geojson,4.468,4.2,mb,",us2000j7ax,",,85.0,,us,,0.6,"27km SE of Xunchang, China",271,",us,",reviewed,1546588772360,"M 4.2 - 27km SE of Xunchang, China",0,earthquake,480.0,1552067421040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7ax
9691,,"[-116.8979, 36.1578, 5.9]",,00673196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673196&format=geojson,0.187,-0.3,ml,",nn00673196,",,301.1,,nn,3.0,0.1735,"62km NE of Searles Valley, California",0,",nn,",reviewed,1546588610025,"M -0.3 - 62km NE of Searles Valley, California",0,earthquake,-480.0,1546653937630,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673196
9692,,"[-164.8689, 53.7965, 48]",,0196qm8wh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qm8wh&format=geojson,,1.9,ml,",ak0196qm8wh,",,,,ak,,0.33,"70km ESE of Akutan, Alaska",56,",ak,",reviewed,1546588250416,"M 1.9 - 70km ESE of Akutan, Alaska",0,earthquake,-660.0,1547257408991,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qm8wh
9693,,"[-117.3423333, 33.6296667, 10.41]",,38416128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416128&format=geojson,0.04605,1.16,ml,",ci38416128,",,98.0,,ci,26.0,0.19,"1km S of Lakeland Village, CA",21,",ci,",reviewed,1546588210480,"M 1.2 - 1km S of Lakeland Village, CA",0,earthquake,-480.0,1546613102309,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416128
9694,,"[-176.0758333, 52.06, -0.05]",,70818749,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70818749&format=geojson,0.02094,0.32,ml,",av70818749,",,133.0,,av,5.0,0.17,"44km ENE of Adak, Alaska",2,",av,",reviewed,1546588028840,"M 0.3 - 44km ENE of Adak, Alaska",0,earthquake,-600.0,1557975977950,https://earthquake.usgs.gov/earthquakes/eventpage/av70818749
9695,,"[-178.7475, 51.7861667, 8.24]",,61882981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61882981&format=geojson,0.004349,0.19,ml,",av61882981,",,223.0,,av,5.0,0.19,"43km WSW of Tanaga Volcano, Alaska",1,",av,",reviewed,1546587890320,"M 0.2 - 43km WSW of Tanaga Volcano, Alaska",0,earthquake,-600.0,1557975972600,https://earthquake.usgs.gov/earthquakes/eventpage/av61882981
9696,,"[-116.893, 36.1431667, 6.81]",,38416120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416120&format=geojson,0.1856,1.68,ml,",ci38416120,nn00673105,",,88.0,,ci,24.0,0.17,"34km S of Furnace Creek, CA",43,",ci,nn,",reviewed,1546587539140,"M 1.7 - 34km S of Furnace Creek, CA",0,earthquake,-480.0,1546653894755,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416120
9697,,"[-149.9696, 61.4604, 41.4]",,0196qj1qv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qj1qv&format=geojson,,1.1,ml,",ak0196qj1qv,",,,,ak,,0.56,"6km S of Big Lake, Alaska",19,",ak,",reviewed,1546587358700,"M 1.1 - 6km S of Big Lake, Alaska",0,earthquake,-540.0,1547257385081,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qj1qv
9698,,"[-111.2117, 42.6747, 12.11]",,2000j0aa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0aa&format=geojson,0.122,2.5,ml,",uu60308872,us2000j0aa,",,43.0,,us,,0.51,"23km WSW of Afton, Wyoming",96,",uu,us,",reviewed,1546586977170,"M 2.5 - 23km WSW of Afton, Wyoming",0,earthquake,-420.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0aa
9699,,"[-153.4294, 58.8691, 68.7]",,0196qgfuh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qgfuh&format=geojson,,1.5,ml,",ak0196qgfuh,",,,,ak,,0.35,"129km SE of Old Iliamna, Alaska",35,",ak,",reviewed,1546586621349,"M 1.5 - 129km SE of Old Iliamna, Alaska",0,earthquake,-540.0,1547257384450,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qgfuh
9700,,"[-149.924, 61.5116, 41.8]",,0196qeo8d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qeo8d&format=geojson,,1.1,ml,",ak0196qeo8d,",,,,ak,,0.46,"1km SE of Big Lake, Alaska",19,",ak,",reviewed,1546586118306,"M 1.1 - 1km SE of Big Lake, Alaska",0,earthquake,-540.0,1547257383704,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qeo8d
9701,,"[-118.4798333, 35.4633333, 0.01]",,38416112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416112&format=geojson,0.1783,1.25,ml,",ci38416112,",,85.0,,ci,24.0,0.17,"14km S of Bodfish, CA",24,",ci,",reviewed,1546586024520,"M 1.3 - 14km S of Bodfish, CA",0,earthquake,-480.0,1546631257870,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416112
9702,,"[-154.8803333, 58.3945, 8.94]",,61882861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61882861&format=geojson,0.1511,0.08,ml,",av61882861,",,241.0,,av,7.0,0.15,"108km ESE of King Salmon, Alaska",0,",av,",reviewed,1546585831520,"M 0.1 - 108km ESE of King Salmon, Alaska",0,earthquake,-540.0,1557975967190,https://earthquake.usgs.gov/earthquakes/eventpage/av61882861
9703,,"[-149.9433, 61.3093, 36.4]",,0196qdfpo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196qdfpo&format=geojson,,1.2,ml,",ak0196qdfpo,",,,,ak,,0.62,"10km NNW of Anchorage, Alaska",22,",ak,",reviewed,1546585780503,"M 1.2 - 10km NNW of Anchorage, Alaska",0,earthquake,-540.0,1547257382917,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196qdfpo
9704,,"[164.6389, 54.9224, 10]",,2000j7aq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7aq&format=geojson,4.015,4.1,mb,",us2000j7aq,",,179.0,,us,,0.74,"91km WSW of Nikol'skoye, Russia",259,",us,",reviewed,1546585400800,"M 4.1 - 91km WSW of Nikol'skoye, Russia",0,earthquake,660.0,1552067421040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7aq
9705,,"[-116.7956667, 33.5168333, 2.83]",,38416104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416104&format=geojson,0.005927,0.4,ml,",ci38416104,",,58.0,,ci,23.0,0.12,"10km NE of Aguanga, CA",2,",ci,",reviewed,1546585162890,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546632346900,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416104
9706,,"[-120.1747, 39.4209, 8]",,00673192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00673192&format=geojson,0.167,0.1,ml,",nn00673192,",,172.39,,nn,7.0,0.2196,"10km N of Truckee, California",0,",nn,",reviewed,1546584963801,"M 0.1 - 10km N of Truckee, California",0,earthquake,-480.0,1546653936033,https://earthquake.usgs.gov/earthquakes/eventpage/nn00673192
9707,,"[-116.7948333, 33.511, 3.92]",,38416096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38416096&format=geojson,0.004807,0.41,ml,",ci38416096,",,58.0,,ci,27.0,0.12,"10km NE of Aguanga, CA",3,",ci,",reviewed,1546584749610,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,-480.0,1546632157000,https://earthquake.usgs.gov/earthquakes/eventpage/ci38416096
9708,,"[164.7965, 54.9345, 10]",,2000j07a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j07a&format=geojson,4.102,4.3,mb,",us2000j07a,",,156.0,,us,,0.51,"81km WSW of Nikol'skoye, Russia",284,",us,",reviewed,1546584563560,"M 4.3 - 81km WSW of Nikol'skoye, Russia",0,earthquake,660.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j07a
9709,,"[-149.9793, 61.4617, 42.6]",,0196pz090,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pz090&format=geojson,,1.1,ml,",ak0196pz090,",,,,ak,,0.6,"6km SSW of Big Lake, Alaska",19,",ak,",reviewed,1546584127404,"M 1.1 - 6km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257408317,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pz090
9710,,"[-122.7871667, 38.7988333, -0.7]",,73129946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73129946&format=geojson,0.005676,1.63,md,",nc73129946,",,45.0,,nc,39.0,0.08,"4km NW of The Geysers, CA",41,",nc,",reviewed,1546583748590,"M 1.6 - 4km NW of The Geysers, CA",0,earthquake,-480.0,1556348833480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73129946
9711,,"[-149.8053, 61.5622, 42.4]",,0196pwhmt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pwhmt&format=geojson,,0.9,ml,",ak0196pwhmt,",,,,ak,,0.39,"7km S of Houston, Alaska",12,",ak,",reviewed,1546583433010,"M 0.9 - 7km S of Houston, Alaska",0,earthquake,-540.0,1547257407554,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pwhmt
9712,,"[-152.2647, 59.9156, 76.1]",,0196putu4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196putu4&format=geojson,,1.6,ml,",ak0196putu4,",,,,ak,,0.32,"28km WNW of Anchor Point, Alaska",39,",ak,",reviewed,1546582978628,"M 1.6 - 28km WNW of Anchor Point, Alaska",0,earthquake,-540.0,1547257381498,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196putu4
9713,green,"[130.4073, -6.5176, 127.9]",2.0,2000j076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j076&format=geojson,1.703,5.6,mww,",us2000j076,",3.0,29.0,3.47,us,,0.77,"187km NNW of Saumlaki, Indonesia",483,",us,",reviewed,1546582965630,"M 5.6 - 187km NNW of Saumlaki, Indonesia",0,earthquake,540.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j076
9714,,"[-150.0853, 61.4168, 39.8]",,0196pusoz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0196pusoz&format=geojson,,1.2,ml,",ak0196pusoz,",,,,ak,,0.47,"13km SSW of Big Lake, Alaska",22,",ak,",reviewed,1546582963902,"M 1.2 - 13km SSW of Big Lake, Alaska",0,earthquake,-540.0,1547257382203,https://earthquake.usgs.gov/earthquakes/eventpage/ak0196pusoz
9715,,"[-173.2512, 52.2864, 99.79]",,2000j0bv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0bv&format=geojson,0.588,3.6,mb,",ak0196pu6nt,us2000j0bv,",,185.0,,us,,0.6,"65km E of Atka, Alaska",199,",ak,us,",reviewed,1546582787790,"M 3.6 - 65km E of Atka, Alaska",0,earthquake,-600.0,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0bv
